message,label
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
Can you say what happen,ham
You could have seen me..i did't recognise you Face.:),ham
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham
Keep my payasam there if rinu brings,ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",ham
"Yeah sure, give me a couple minutes to track down my wallet",ham
Hey leave it. not a big deal:-) take care.,ham
Hey i will be late ah... Meet you at 945+,ham
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
It took Mr owl 3 licks,ham
Customer place i will call you.,ham
Mm that time you dont like fun,ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
Yup having my lunch buffet now.. U eat already?,ham
Huh so late... Fr dinner?,ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham
Morning only i can ok.,ham
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
Pick you up bout 7.30ish? What time are  and that going?,ham
From here after The performance award is calculated every two month.not for current one month period..,ham
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",ham
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",spam
Dear how is chechi. Did you talk to her,ham
The hair cream has not been shipped.,ham
None of that's happening til you get here though,ham
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
"Haha get used to driving to usf man, I know a lot of stoners",ham
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham
Hello! Good week? Fancy a drink or something later?,ham
Headin towards busetop,ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,ham
Come by our room at some point so we can iron out the plan for this weekend,ham
Cos i want it to be your thing,ham
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",ham
Bring home some Wendy =D,ham
100 dating service cal;l 09064012103 box334sk38ch,spam
Whatsup there. Dont u want to sleep,ham
Alright i have a new goal now,ham
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
"Alright, I'll head out in a few minutes, text me where to meet you",ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
Yes:)from last week itself i'm taking live call.,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
Siva is in hostel aha:-.,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,ham
Ok. She'll be ok. I guess,ham
aathi..where are you dear..,ham
Any pain on urination any thing else?,ham
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
At home watching tv lor.,ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
Booked ticket for pongal?,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
"Ask g or iouri, I've told the story like ten times already",ham
How long does applebees fucking take,ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
But i have to. I like to have love and arrange.,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham
You were supposed to wake ME up &gt;:(,ham
Oic... I saw him too but i tot he din c me... I found a group liao...,ham
"Sorry, I'll call later",ham
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",ham
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",ham
I wont get concentration dear you know you are my mind and everything :-),ham
LOL ... Have you made plans for new years?,ham
10 min later k...,ham
hanks lotsly!,ham
Thanks for this hope you had a good day today,ham
K:)k:)what are detail you want to transfer?acc no enough?,ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
Si si. I think ill go make those oreo truffles.,ham
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",ham
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham
Where did u go? My phone is gonna die you have to stay in here,ham
Great. Never been better. Each day gives even more reasons to thank God,ham
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
"Sorry, I'll call later ok bye",ham
Ok i am on the way to railway,ham
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),ham
They don't put that stuff on the roads to keep it from getting slippery over there?,ham
When are you going to ride your bike?,ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham
There are many company. Tell me the language.,ham
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
"How long has it been since you screamed, princess?",ham
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,spam
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),ham
Ok I'm gonna head up to usf in like fifteen minutes,ham
Love you aathi..love u lot..,ham
Tension ah?what machi?any problem?,ham
"K, can I pick up another 8th when you're done?",ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
"Almost there, see u in a sec",ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham
Watching tv lor...,ham
Thank you baby! I cant wait to taste the real thing...,ham
You should change your fb to jaykwon thuglyfe falconerf,ham
If we win its really no 1 side for long time.,ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
Dear reached railway. What happen to you,ham
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham
I think i've fixed it can you send a test message?,ham
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
"Sorry,in meeting I'll call later",ham
What class of  &lt;#&gt;  reunion?,ham
Are you free now?can i call now?,ham
Got meh... When?,ham
Nope... Think i will go for it on monday... Sorry i replied so late,ham
Some of them told accenture is not confirm. Is it true.,ham
"Kate jackson rec center before 7ish, right?",ham
Dear i have reache room,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
When can ü come out?,ham
Check with nuerologist.,ham
Lolnice. I went from a fish to ..water.?,ham
#ERROR!,spam
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham
"Maybe westshore or hyde park village, the place near my house?",ham
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham
What's the significance?,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham
